movieId,title,genres,overview_clean,original_language,vote_average
57558,Vacuuming Completely Nude in Paradise,Comedy Drama Foreign,tommy vacuum cleaner salesman gripped fever closing deal lives puffa rice stored glove compartment listens motivation tapes own voice shouting sell sell fucking sell punters eyes debt even tommy admits souls holes hes sure golden vac holy grail vacuum salesmanship only hadnt saddled pete meek sales trainee trying help girlfriend quit stripping,en,5.0
13437,Avenging Angelo,Action Comedy Crime,woman recently discovered daughter angelo major mafia boss decides wreak vengeance killed hitman shes aided faithful bodyguard soon falls love,en,5.0
55852,Southern Comfort,Documentary Romance,moving documentary chronicles last year life robert eads femaletomale transsexual dying ovarian cancer introduced several prominent figures roberts life importantly life partner lola cola lola transsexual whos become roberts life partner caretaker two prepare lead panel annual southern comfort conference yearly event created transgendered individuals,en,7.8
211,Berlin is in Germany,Comedy Drama,berlin germany tragic comedy exprisoner east berlin find place newly united city director hannes stöhr,de,6.3
10046,Blueberry,Western,marshal mike donovan dark memories death first love keeps peace americans natives temporarily adopted taken care evil actions white sorcerer lead confront villain sacred mountains through shamanic rituals conquer fears uncover suppressed memory much rather deny,en,5.0
27245,Electric Dragon 80.000 V,Fantasy Drama Science Fiction Thriller,young boy gets jolted electricity hes climbing cable pylon gets older experiences intense fits violence bolts electricity burst fists elsewhere tokyo electronics wizard happens vigilante taste electric weapons pair catch others attention result battle light city,ja,6.1
6382,The Nugget,Comedy Foreign,nugget looks instant wealth suddenly changes lives three working class men necessarily better always hilarious consequences,en,6.5
36243,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",Adventure Action Drama Fantasy,three ancient guardian beasts awaken protect japan against godzilla,ja,6.2
45538,Shackleton's Antarctic Adventure,Documentary,shackletons antarctic adventure giantscreen film tells dramatic true story explorer sir ernest shackletons nowlegendary british imperial transantarctic expedition testament heroism human endurance man crew survived nearly two years antarctic ship endurance trapped crushed pack ice,en,5.9
48843,The Barber,Horror,weary town faces long dark winter,en,4.7
22242,Dirty Deeds,Crime Comedy Drama Thriller,set sydney story australian gangster whose booming business buoyed influx soldiers town rampr during tours vietnam attracts attention first chicago mafia east coast competitors,en,6.3
50467,Miranda,Comedy Drama Romance Thriller,librarian begins passionate affair mysterious woman walks library suddenly disappears travels down london search only discover three identities dancer dominatrix conwoman one real miranda,en,6.4
16077,My Little Eye,Horror Thriller,five young people apply live isolated house together six months whilst move filmed numerous cameras,en,5.8
58255,Kung Phooey,Action Comedy,plot follows art chews pun sound one makes sneezing quest retrieve ancient peach movie starts art chew traveling america well showing arts training shurli temple play words child actor shirley temple showing many kungfu clichés such grabbing pebble masters hand art succeeds without effort fighting trees case small potted palms listing elements earth wind fire play funky tune montage shown art meets cousin wayman parody way chinese pronounce chinese adult tries act american isnt embarrassed stereotypes foster cousin roy lee african american sincerely believes reincarnation bruce lee,en,7.0
2191,Stranded,Thriller Drama Science Fiction,team astronauts first mission mars crashes onto surface losing contact earth recourse help millions miles away crew forced make desperate choices order stay alive able survive minutes slip away,en,5.8
11553,Millennium Mambo,Drama,taipei voice offcamera looks back ten years vicky onagain offagain relationship haohao,zh,7.2
29832,Martin & Orloff,Comedy,story marketing man shrink suicide attempt softball game phdtoting stripper deranged desert storm vet giant sparerib costume worlds largest peenis john woostyle violence steel magnoliaesque pathos story martin amp orloff,en,6.0
10726,American Psycho 2: All American Girl,Horror Thriller,rachel criminology student hoping land position teachers assistant professor robert starkman shes sure position pave way fbi career shes willing anything obtain including killing classmates school psychiatrist daniels becomes aware rachel insane rachel skilled dangerous game death identity theft,en,4.6
57100,Double Vision,Horror Action Thriller Mystery Foreign,fbi agent pairs troubled taiwan cop hunt serial killer whos embedding mysterious fungus brains victims,zh,6.2
44793,Soft Shell Man,Drama Romance,emotionally immature underwater photographer returns home affair best friends deaf girlfriend unresolved issues wife left six months,fr,7.0
35110,Samouraïs,Action Science Fiction,ageless demon warrior magically impregnated womb parisian kungfu masters girlfriend demons relationship newrelease blockbuster fighting game,fr,2.6
9298,Ali G Indahouse,Comedy,ali unwittingly becomes pawn evil chancellors plot overthrow prime minister great britain however instead bringing prime minister down ali embraced nation voice youth realness making prime minister government popular ever,en,6.0
89591,Black Plague,Thriller,paranoia sets black death strikes european villagers century,en,5.8
13899,Dead or Alive 2: Birds,Crime Drama Thriller,two contract killers cross paths middle same job realize childhood friends together take break killing visit small island called home reflecting past lives decided team use talents killing good much upset crime syndicates,ja,6.8
437,Cube²: Hypercube,Thriller Science Fiction Mystery,sequel low budget first film cube time prisoners find selves advanced cube environment escape killed science fiction film space time one path,en,5.4
38901,"Milwaukee, Minnesota",Comedy Drama,having lived entire life watchful eye overbearing mother albert fend himself unidentified automobile suddenly kills free first time albert quickly responds bait dangling front putting aggressors against one another race trust using skills make gifted fisherman albert turns tables seemingly doomed fate capturing heart woman eager deceive fooling man intent destroying,en,4.3
